id,account_name,hostname,domain,ip,equipment_type,os,last_update
74697,user123,db-server-86,clouding.space,145.101.90.1,переключатель,Ubuntu 20.04,2023-11-15
78889,operator,mail-server-8,mycompany.ru,145.101.90.7,маршрутизатор,Ubuntu 20.04,2023-11-16
74465,consultant,db-server-58,clouding.space,145.101.90.1,маршрутизатор,Ubuntu 20.04,2023-11-17
77717,dbadmin,web-server-7,mycompany.ru,145.101.90.1,переключатель,Ubuntu 20.04,2023-11-16
84045,user123,web-server-21,clouding.space,145.101.90.1,переключатель,Ubuntu 20.04,2023-11-16
77366,user123,db-server-77,business.org,145.101.90.3,маршрутизатор,Red Hat Enterprise 8,2023-11-15
33943,user123,web-server-61,internal.net,145.101.90.4,маршрутизатор,Ubuntu 20.04,2023-11-10
52273,user123,mail-server-18,example.com,145.101.90.3,сервер,Red Hat Enterprise 8,2023-10-25
19859,user123,web-server-79,mycompany.ru,145.101.90.4,брандмауэр,Red Hat Enterprise 8,2023-11-16
27348,user123,web-server-53,internal.net,145.101.90.5,переключатель,Red Hat Enterprise 8,2023-11-19
55209,user123,mail-server-90,internal.net,145.101.90.10,брандмауэр,Red Hat Enterprise 8,2023-11-16
56671,user123,web-server-42,internal.net,145.101.90.1,брандмауэр,Red Hat Enterprise 8,2023-11-16
59737,operator,db-server-80,example.com,145.101.90.1,сервер,Windows Server 2022,2023-11-17
24738,user123,proxy-server-93,mycompany.ru,145.101.90.10,рабочая станция,Windows Server 2022,2023-11-15
91574,user123,mail-server-42,example.com,145.101.90.1,рабочая станция,Ubuntu 20.04,2023-11-19
23396,user123,db-server-30,business.org,145.101.90.2,переключатель,Ubuntu 20.04,2023-11-14
31023,user123,data-server-46,mycompany.ru,145.101.90.3,брандмауэр,Ubuntu 20.04,2023-11-15
95447,operator,mail-server-3,example.com,145.101.90.1,переключатель,Ubuntu 20.04,2023-11-16
54535,operator,mail-server-32,business.org,145.101.90.1,маршрутизатор,Ubuntu 20.04,2023-11-15
99463,user123,data-server-91,business.org,145.101.90.4,брандмауэр,Cisco IOS,2023-11-15
38960,dbadmin,db-server-21,example.com,145.101.90.4,сервер,Windows Server 2022,2023-11-17
29319,user123,web-server-79,business.org,145.101.90.3,сервер,Cisco IOS,2023-11-18
62539,operator,file-server-32,clouding.space,145.101.90.3,сервер,Ubuntu 20.04,2023-11-17
66423,user123,db-server-48,example.com,145.101.90.4,сервер,Windows 10 Pro,2023-11-17
64376,admin,data-server-39,clouding.space,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-19
24139,guest,dev-server-56,internal.net,145.101.90.3,брандмауэр,Red Hat Enterprise 8,2023-11-16
37320,user123,proxy-server-39,example.com,145.101.90.1,маршрутизатор,Cisco IOS,2023-11-13
22701,user123,db-server-68,example.com,145.101.90.3,переключатель,Red Hat Enterprise 8,2023-11-17
17239,user123,db-server-19,example.com,145.101.90.9,брандмауэр,Red Hat Enterprise 8,2023-11-15
17166,manager,proxy-server-76,clouding.space,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-17
98893,user123,web-server-83,mycompany.ru,145.101.90.7,сервер,Red Hat Enterprise 8,2023-11-15
10494,guest,mail-server-35,example.com,145.101.90.3,маршрутизатор,Cisco IOS,2023-11-18
14046,dbadmin,db-server-86,business.org,145.101.90.1,брандмауэр,Ubuntu 20.04,2023-11-14
58773,user123,db-server-12,business.org,145.101.90.3,маршрутизатор,Cisco IOS,2023-11-20
79981,admin,db-server-41,example.com,145.101.90.2,маршрутизатор,Windows Server 2022,2023-11-16
10264,operator,db-server-28,example.com,145.101.90.1,сервер,Ubuntu 20.04,2023-11-18
98884,operator,db-server-51,example.com,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-19
45039,user123,db-server-20,mycompany.ru,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-16
66652,manager,app-server-64,example.com,145.101.90.4,переключатель,Ubuntu 20.04,2023-11-19
50010,user123,file-server-67,example.com,145.101.90.1,переключатель,Ubuntu 20.04,2023-11-17
54842,consultant,web-server-18,internal.net,145.101.90.2,сервер,Ubuntu 20.04,2023-11-15
96015,operator,mail-server-75,internal.net,145.101.90.1,переключатель,Red Hat Enterprise 8,2023-11-14
93334,operator,mail-server-37,networking.net,145.101.90.1,сервер,Red Hat Enterprise 8,2023-10-30
84093,user123,web-server-100,mycompany.ru,145.101.90.1,маршрутизатор,Ubuntu 20.04,2023-11-16
53098,analyst,db-server-87,internal.net,145.101.90.3,маршрутизатор,Red Hat Enterprise 8,2023-11-14
82215,user123,db-server-77,internal.net,145.101.90.6,маршрутизатор,Windows Server 2022,2023-11-14
76585,user123,data-server-81,internal.net,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-15
47639,user123,web-server-17,business.org,145.101.90.1,маршрутизатор,Ubuntu 20.04,2023-11-15
16177,consultant,data-server-75,internal.net,145.101.90.2,сервер,Red Hat Enterprise 8,2023-11-17
43069,operator,web-server-66,example.com,145.101.90.1,маршрутизатор,Cisco IOS,2023-11-17
67656,admin,mail-server-60,internal.net,145.101.90.3,маршрутизатор,Red Hat Enterprise 8,2023-11-09
46735,dbadmin,db-server-55,mycompany.ru,145.101.90.3,переключатель,Cisco IOS,2023-11-16
13942,manager,proxy-server-44,business.org,145.101.90.3,сервер,Windows 10 Pro,2023-11-18
66052,user123,proxy-server-59,mycompany.ru,145.101.90.3,маршрутизатор,Cisco IOS,2023-11-16
14957,dbadmin,web-server-52,business.org,145.101.90.3,сервер,Cisco IOS,2023-11-16
28034,user123,web-server-69,business.org,145.101.90.6,сервер,Red Hat Enterprise 8,2023-11-17
47416,dbadmin,mail-server-56,example.com,145.101.90.10,сервер,Ubuntu 20.04,2023-11-17
13135,user123,proxy-server-80,example.com,145.101.90.3,сервер,Cisco IOS,2023-11-17
79618,user123,db-server-32,example.com,145.101.90.1,переключатель,Ubuntu 20.04,2023-11-18
80926,user123,db-server-31,example.com,145.101.90.1,сервер,Windows 10 Pro,2023-11-16
35939,dbadmin,web-server-50,internal.net,145.101.90.4,сервер,Ubuntu 20.04,2023-11-15
79585,user123,db-server-18,example.com,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-15
89913,user123,app-server-97,mycompany.ru,145.101.90.1,маршрутизатор,Windows Server 2022,2023-11-14
46055,user123,app-server-48,example.com,145.101.90.3,сервер,Ubuntu 20.04,2023-11-15
40776,dbadmin,web-server-84,business.org,145.101.90.4,брандмауэр,Ubuntu 20.04,2023-11-17
28357,user123,web-server-8,mycompany.ru,145.101.90.2,сервер,Windows 10 Pro,2023-11-15
23443,guest,proxy-server-75,internal.net,145.101.90.4,переключатель,Red Hat Enterprise 8,2023-11-18
56931,operator,db-server-51,business.org,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-15
53770,user123,data-server-95,example.com,145.101.90.8,сервер,Windows 10 Pro,2023-11-17
26051,user123,web-server-62,business.org,145.101.90.1,маршрутизатор,Windows 10 Pro,2023-11-18
53654,admin,db-server-74,example.com,145.101.90.2,брандмауэр,Cisco IOS,2023-11-17
21623,admin,dev-server-52,mycompany.ru,145.101.90.4,маршрутизатор,Ubuntu 20.04,2023-11-18
42662,dbadmin,file-server-25,example.com,145.101.90.3,сервер,Cisco IOS,2023-11-16
92494,operator,web-server-93,services.io,145.101.90.1,рабочая станция,Cisco IOS,2023-11-14
38600,dbadmin,db-server-29,example.com,145.101.90.3,сервер,Ubuntu 20.04,2023-11-14
81465,operator,data-server-7,internal.net,145.101.90.2,брандмауэр,Cisco IOS,2023-11-14
77022,consultant,db-server-63,mycompany.ru,145.101.90.10,сервер,Windows 10 Pro,2023-11-14
42686,operator,web-server-80,example.com,145.101.90.6,маршрутизатор,Red Hat Enterprise 8,2023-11-18
41884,operator,db-server-85,example.com,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-17
43425,user123,db-server-38,business.org,145.101.90.1,переключатель,Ubuntu 20.04,2023-11-19
94746,user123,db-server-9,business.org,145.101.90.10,брандмауэр,Ubuntu 20.04,2023-11-17
17004,user123,data-server-1,mycompany.ru,145.101.90.1,сервер,Cisco IOS,2023-11-15
95336,operator,data-server-6,services.io,145.101.90.3,брандмауэр,Windows 10 Pro,2023-11-07
72966,developer,proxy-server-24,services.io,145.101.90.1,переключатель,Red Hat Enterprise 8,2023-11-18
52061,operator,db-server-92,example.com,145.101.90.1,брандмауэр,Red Hat Enterprise 8,2023-11-14
64312,operator,file-server-27,services.io,145.101.90.1,маршрутизатор,Windows 10 Pro,2023-11-17
69229,developer,web-server-95,example.com,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-18
97678,consultant,db-server-7,internal.net,145.101.90.3,брандмауэр,Cisco IOS,2023-11-14
53240,user123,data-server-86,example.com,145.101.90.2,брандмауэр,Ubuntu 20.04,2023-11-15
64463,guest,db-server-28,example.com,145.101.90.1,маршрутизатор,Cisco IOS,2023-11-18
13953,analyst,proxy-server-74,example.com,145.101.90.2,переключатель,Ubuntu 20.04,2023-11-18
45439,user123,web-server-34,internal.net,145.101.90.4,переключатель,Red Hat Enterprise 8,2023-11-13
88802,consultant,db-server-74,mycompany.ru,145.101.90.2,маршрутизатор,Red Hat Enterprise 8,2023-11-19
27501,operator,proxy-server-86,mycompany.ru,145.101.90.3,маршрутизатор,Ubuntu 20.04,2023-11-19
36423,operator,web-server-66,internal.net,145.101.90.3,рабочая станция,Ubuntu 20.04,2023-11-17
75070,user123,web-server-99,clouding.space,145.101.90.5,сервер,Red Hat Enterprise 8,2023-11-14
96374,dbadmin,backup-server-30,business.org,145.101.90.5,брандмауэр,Windows 10 Pro,2023-11-20
65339,developer,mail-server-67,internal.net,145.101.90.9,маршрутизатор,Red Hat Enterprise 8,2023-11-18
53303,user123,data-server-67,example.com,145.101.90.3,сервер,Windows 10 Pro,2023-11-16
95347,dbadmin,file-server-68,networking.net,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-15
17029,consultant,db-server-21,mycompany.ru,145.101.90.5,рабочая станция,Windows Server 2022,2023-11-15
96265,user123,web-server-58,business.org,145.101.90.1,сервер,Ubuntu 20.04,2023-11-16
49301,admin,mail-server-28,example.com,145.101.90.3,маршрутизатор,Ubuntu 20.04,2023-11-14
18124,user123,db-server-60,internal.net,145.101.90.6,сервер,Windows Server 2022,2023-11-16
87772,user123,dev-server-84,example.com,145.101.90.5,маршрутизатор,Red Hat Enterprise 8,2023-11-17
77130,operator,proxy-server-5,clouding.space,145.101.90.3,сервер,Ubuntu 20.04,2023-11-15
45731,dbadmin,app-server-88,networking.net,145.101.90.4,сервер,Ubuntu 20.04,2023-10-31
34945,user123,proxy-server-61,example.com,145.101.90.3,брандмауэр,Ubuntu 20.04,2023-11-18
84664,user123,web-server-52,example.com,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-17
45174,user123,db-server-69,clouding.space,145.101.90.4,сервер,Cisco IOS,2023-11-15
72625,developer,file-server-26,internal.net,145.101.90.1,переключатель,Red Hat Enterprise 8,2023-11-16
53418,operator,db-server-24,example.com,145.101.90.4,маршрутизатор,Ubuntu 20.04,2023-11-16
84258,admin,db-server-67,business.org,145.101.90.4,переключатель,Windows 10 Pro,2023-11-05
49926,user123,db-server-66,example.com,145.101.90.2,сервер,Red Hat Enterprise 8,2023-11-15
79960,user123,db-server-68,business.org,145.101.90.4,сервер,Ubuntu 20.04,2023-11-18
36312,user123,mail-server-59,clouding.space,145.101.90.1,маршрутизатор,Red Hat Enterprise 8,2023-11-14
26226,user123,mail-server-69,example.com,145.101.90.1,сервер,Windows 10 Pro,2023-11-16
85243,user123,proxy-server-39,internal.net,145.101.90.1,рабочая станция,Red Hat Enterprise 8,2023-11-16
29521,operator,proxy-server-83,example.com,145.101.90.1,сервер,Ubuntu 20.04,2023-11-01
71204,guest,db-server-99,example.com,145.101.90.3,сервер,Cisco IOS,2023-11-13
61869,operator,db-server-69,example.com,145.101.90.3,рабочая станция,Ubuntu 20.04,2023-11-14
23145,operator,web-server-75,example.com,145.101.90.6,переключатель,Red Hat Enterprise 8,2023-11-08
35694,consultant,dev-server-14,example.com,145.101.90.7,сервер,Red Hat Enterprise 8,2023-11-17
30734,dbadmin,file-server-29,internal.net,145.101.90.3,сервер,Ubuntu 20.04,2023-11-17
54472,user123,mail-server-27,mycompany.ru,145.101.90.3,маршрутизатор,Ubuntu 20.04,2023-11-17
54406,admin,dev-server-3,internal.net,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-13
18656,dbadmin,file-server-62,example.com,145.101.90.4,брандмауэр,Cisco IOS,2023-11-20
34427,user123,proxy-server-35,example.com,145.101.90.2,маршрутизатор,Cisco IOS,2023-11-05
49531,user123,db-server-7,clouding.space,145.101.90.3,маршрутизатор,Ubuntu 20.04,2023-11-08
38797,user123,web-server-72,clouding.space,145.101.90.3,брандмауэр,Cisco IOS,2023-11-17
25554,user123,web-server-65,mycompany.ru,145.101.90.10,сервер,Ubuntu 20.04,2023-11-16
94441,consultant,db-server-84,internal.net,145.101.90.2,сервер,Ubuntu 20.04,2023-11-13
51936,user123,db-server-35,business.org,145.101.90.2,рабочая станция,Red Hat Enterprise 8,2023-11-15
69545,dbadmin,proxy-server-97,business.org,145.101.90.5,переключатель,Ubuntu 20.04,2023-11-14
67093,consultant,file-server-94,services.io,145.101.90.1,рабочая станция,Ubuntu 20.04,2023-11-16
86881,user123,web-server-99,example.com,145.101.90.4,переключатель,Cisco IOS,2023-11-15
17343,dbadmin,db-server-59,mycompany.ru,145.101.90.10,маршрутизатор,Cisco IOS,2023-11-17
77972,consultant,data-server-78,internal.net,145.101.90.3,переключатель,Ubuntu 20.04,2023-11-16
84992,user123,mail-server-98,internal.net,145.101.90.3,переключатель,Ubuntu 20.04,2023-11-15
27477,operator,web-server-89,networking.net,145.101.90.3,маршрутизатор,Ubuntu 20.04,2023-11-16
47856,dbadmin,web-server-41,business.org,145.101.90.1,брандмауэр,Cisco IOS,2023-11-13
47560,dbadmin,data-server-93,business.org,145.101.90.6,переключатель,Windows 10 Pro,2023-11-16
65193,user123,web-server-46,clouding.space,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-14
50072,consultant,proxy-server-24,mycompany.ru,145.101.90.1,маршрутизатор,Ubuntu 20.04,2023-11-15
44154,user123,data-server-77,example.com,145.101.90.1,брандмауэр,Cisco IOS,2023-11-17
29156,user123,web-server-9,example.com,145.101.90.2,сервер,Red Hat Enterprise 8,2023-11-16
64431,user123,proxy-server-46,enterprise.co,145.101.90.4,сервер,Ubuntu 20.04,2023-11-16
20735,user123,proxy-server-75,example.com,145.101.90.3,маршрутизатор,Windows Server 2022,2023-11-16
42070,user123,data-server-80,business.org,145.101.90.3,рабочая станция,Ubuntu 20.04,2023-11-17
45762,user123,mail-server-88,example.com,145.101.90.2,брандмауэр,Ubuntu 20.04,2023-11-14
52801,analyst,dev-server-39,example.com,145.101.90.5,сервер,Cisco IOS,2023-11-16
88711,user123,mail-server-88,business.org,145.101.90.10,брандмауэр,Cisco IOS,2023-11-17
66643,dbadmin,data-server-70,mycompany.ru,145.101.90.9,маршрутизатор,Ubuntu 20.04,2023-11-15
88632,operator,mail-server-38,business.org,145.101.90.3,переключатель,Ubuntu 20.04,2023-11-18
24391,user123,mail-server-48,mycompany.ru,145.101.90.6,сервер,Red Hat Enterprise 8,2023-11-17
50758,user123,file-server-34,internal.net,145.101.90.3,маршрутизатор,Ubuntu 20.04,2023-11-16
22862,consultant,db-server-32,example.com,145.101.90.1,брандмауэр,Ubuntu 20.04,2023-11-17
51042,operator,db-server-9,networking.net,145.101.90.4,сервер,Red Hat Enterprise 8,2023-11-14
93487,user123,proxy-server-87,mycompany.ru,145.101.90.2,сервер,Red Hat Enterprise 8,2023-11-19
79456,operator,db-server-36,business.org,145.101.90.5,маршрутизатор,Cisco IOS,2023-11-15
26244,consultant,db-server-38,business.org,145.101.90.2,сервер,Ubuntu 20.04,2023-11-17
80327,consultant,data-server-86,business.org,145.101.90.1,сервер,Windows 10 Pro,2023-11-19
11385,operator,web-server-40,mycompany.ru,145.101.90.3,рабочая станция,Ubuntu 20.04,2023-11-18
22974,user123,web-server-37,business.org,145.101.90.4,маршрутизатор,Red Hat Enterprise 8,2023-11-18
40351,user123,proxy-server-96,business.org,145.101.90.1,сервер,Windows 10 Pro,2023-11-13
11207,user123,db-server-29,internal.net,145.101.90.2,маршрутизатор,Cisco IOS,2023-11-16
78575,user123,mail-server-91,clouding.space,145.101.90.1,сервер,Ubuntu 20.04,2023-11-17
34302,manager,db-server-69,example.com,145.101.90.6,сервер,Red Hat Enterprise 8,2023-11-13
49356,operator,web-server-42,example.com,145.101.90.8,сервер,Ubuntu 20.04,2023-11-16
99337,user123,db-server-95,internal.net,145.101.90.2,переключатель,Cisco IOS,2023-11-16
74916,consultant,web-server-95,clouding.space,145.101.90.3,маршрутизатор,Ubuntu 20.04,2023-11-16
33653,user123,db-server-73,example.com,145.101.90.5,брандмауэр,Red Hat Enterprise 8,2023-11-08
85507,operator,web-server-91,business.org,145.101.90.1,брандмауэр,Red Hat Enterprise 8,2023-11-17
93028,dbadmin,data-server-54,example.com,145.101.90.6,маршрутизатор,Ubuntu 20.04,2023-11-18
56973,operator,db-server-79,business.org,145.101.90.1,сервер,Ubuntu 20.04,2023-11-15
85161,tester,web-server-20,example.com,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-17
28170,consultant,file-server-39,business.org,145.101.90.5,маршрутизатор,Windows 10 Pro,2023-11-16
28978,user123,mail-server-26,internal.net,145.101.90.5,маршрутизатор,Red Hat Enterprise 8,2023-11-18
15760,dbadmin,file-server-21,business.org,145.101.90.1,сервер,Cisco IOS,2023-11-17
18476,consultant,db-server-48,clouding.space,145.101.90.10,рабочая станция,Windows Server 2022,2023-11-17
27918,user123,db-server-33,mycompany.ru,145.101.90.4,сервер,Ubuntu 20.04,2023-11-16
76743,operator,backup-server-13,internal.net,145.101.90.6,маршрутизатор,Cisco IOS,2023-11-17
16184,user123,db-server-5,clouding.space,145.101.90.3,сервер,Cisco IOS,2023-11-16
64738,consultant,data-server-52,clouding.space,145.101.90.4,переключатель,Red Hat Enterprise 8,2023-11-18
19944,user123,db-server-7,business.org,145.101.90.6,маршрутизатор,Red Hat Enterprise 8,2023-11-06
55056,tester,web-server-95,networking.net,145.101.90.1,переключатель,Ubuntu 20.04,2023-11-16
10530,admin,app-server-79,internal.net,145.101.90.7,переключатель,Ubuntu 20.04,2023-11-16
76239,user123,proxy-server-86,example.com,145.101.90.4,сервер,Cisco IOS,2023-11-14
55625,user123,web-server-89,internal.net,145.101.90.1,брандмауэр,Windows 10 Pro,2023-11-16
77240,consultant,data-server-73,mycompany.ru,145.101.90.1,переключатель,Red Hat Enterprise 8,2023-11-15
26525,consultant,db-server-73,example.com,145.101.90.5,брандмауэр,Red Hat Enterprise 8,2023-11-17
30314,user123,data-server-1,business.org,145.101.90.10,сервер,Ubuntu 20.04,2023-11-17
54471,operator,db-server-37,clouding.space,145.101.90.2,маршрутизатор,Cisco IOS,2023-11-16
33623,user123,mail-server-12,networking.net,145.101.90.6,брандмауэр,Ubuntu 20.04,2023-11-19
21484,analyst,web-server-16,enterprise.co,145.101.90.3,сервер,Ubuntu 20.04,2023-11-15
82808,user123,db-server-47,mycompany.ru,145.101.90.9,сервер,Red Hat Enterprise 8,2023-11-16
35822,user123,proxy-server-50,mycompany.ru,145.101.90.8,сервер,Cisco IOS,2023-11-15
37630,admin,web-server-49,business.org,145.101.90.3,маршрутизатор,Cisco IOS,2023-11-17
63254,consultant,web-server-47,example.com,145.101.90.4,сервер,Ubuntu 20.04,2023-11-15
40062,operator,data-server-6,enterprise.co,145.101.90.3,брандмауэр,Red Hat Enterprise 8,2023-11-11
58197,operator,web-server-19,internal.net,145.101.90.1,маршрутизатор,Ubuntu 20.04,2023-11-15
12919,dbadmin,mail-server-52,clouding.space,145.101.90.3,сервер,Windows 10 Pro,2023-11-14
29090,tester,app-server-87,business.org,145.101.90.3,брандмауэр,Ubuntu 20.04,2023-11-11
44877,manager,mail-server-70,networking.net,145.101.90.1,сервер,Ubuntu 20.04,2023-11-16
93023,user123,db-server-11,services.io,145.101.90.3,брандмауэр,Cisco IOS,2023-11-13
91766,user123,db-server-23,example.com,145.101.90.3,сервер,Cisco IOS,2023-11-14
12336,user123,mail-server-51,example.com,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-18
75034,user123,data-server-47,clouding.space,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-20
22356,user123,test-server-52,networking.net,145.101.90.2,сервер,Ubuntu 20.04,2023-11-16
35844,user123,data-server-85,services.io,145.101.90.2,переключатель,Windows 10 Pro,2023-11-15
15989,manager,db-server-58,mycompany.ru,145.101.90.4,рабочая станция,Cisco IOS,2023-11-18
53850,user123,web-server-35,clouding.space,145.101.90.4,сервер,Red Hat Enterprise 8,2023-11-06
33559,user123,db-server-28,internal.net,145.101.90.3,маршрутизатор,Ubuntu 20.04,2023-11-12
75580,user123,db-server-23,business.org,145.101.90.1,маршрутизатор,Ubuntu 20.04,2023-11-17
60678,user123,db-server-18,example.com,145.101.90.1,сервер,Ubuntu 20.04,2023-11-17
47670,user123,db-server-57,mycompany.ru,145.101.90.1,брандмауэр,Cisco IOS,2023-11-16
25800,user123,file-server-11,example.com,145.101.90.10,маршрутизатор,Cisco IOS,2023-10-19
89581,user123,web-server-81,mycompany.ru,145.101.90.1,сервер,Windows 10 Pro,2023-11-15
21495,user123,mail-server-41,internal.net,145.101.90.2,сервер,Cisco IOS,2023-11-10
90498,user123,web-server-3,clouding.space,145.101.90.9,рабочая станция,Ubuntu 20.04,2023-11-15
95699,admin,file-server-75,internal.net,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-16
49773,dbadmin,data-server-9,clouding.space,145.101.90.3,переключатель,Cisco IOS,2023-11-13
16756,user123,web-server-28,example.com,145.101.90.3,маршрутизатор,Red Hat Enterprise 8,2023-11-15
56030,manager,proxy-server-4,internal.net,145.101.90.2,маршрутизатор,Windows Server 2022,2023-11-09
28370,consultant,db-server-3,services.io,145.101.90.8,маршрутизатор,Ubuntu 20.04,2023-11-17
86730,user123,proxy-server-53,business.org,145.101.90.1,рабочая станция,Cisco IOS,2023-11-19
36111,user123,proxy-server-17,example.com,145.101.90.6,сервер,Ubuntu 20.04,2023-11-16
15443,user123,web-server-20,example.com,145.101.90.1,маршрутизатор,Windows 10 Pro,2023-11-19
98006,user123,db-server-23,clouding.space,145.101.90.1,брандмауэр,Ubuntu 20.04,2023-11-17
28772,consultant,mail-server-85,business.org,145.101.90.1,маршрутизатор,Ubuntu 20.04,2023-11-16
84632,user123,db-server-28,example.com,145.101.90.1,брандмауэр,Windows Server 2022,2023-11-17
37592,user123,mail-server-67,example.com,145.101.90.2,переключатель,Red Hat Enterprise 8,2023-11-18
99486,user123,web-server-68,business.org,145.101.90.3,переключатель,Ubuntu 20.04,2023-11-19
86863,user123,web-server-79,clouding.space,145.101.90.3,сервер,Ubuntu 20.04,2023-11-16
97097,user123,proxy-server-86,clouding.space,145.101.90.3,сервер,Ubuntu 20.04,2023-11-16
25385,user123,db-server-70,clouding.space,145.101.90.2,сервер,Windows 10 Pro,2023-11-16
44257,operator,mail-server-14,internal.net,145.101.90.2,сервер,Red Hat Enterprise 8,2023-11-16
54112,user123,db-server-50,internal.net,145.101.90.2,брандмауэр,Red Hat Enterprise 8,2023-11-18
58811,analyst,db-server-36,networking.net,145.101.90.3,маршрутизатор,Windows 10 Pro,2023-11-21
68674,consultant,mail-server-56,clouding.space,145.101.90.2,брандмауэр,Cisco IOS,2023-11-16
76839,operator,web-server-34,internal.net,145.101.90.3,сервер,Red Hat Enterprise 8,2023-11-18
14084,user123,mail-server-50,internal.net,145.101.90.4,сервер,Red Hat Enterprise 8,2023-11-17
42552,manager,mail-server-43,example.com,145.101.90.1,маршрутизатор,Red Hat Enterprise 8,2023-11-17
66482,consultant,db-server-62,mycompany.ru,145.101.90.3,маршрутизатор,Cisco IOS,2023-10-27
89542,admin,db-server-79,example.com,145.101.90.1,маршрутизатор,Ubuntu 20.04,2023-11-18
87465,user123,web-server-19,business.org,145.101.90.2,маршрутизатор,Red Hat Enterprise 8,2023-11-17
44784,user123,web-server-85,mycompany.ru,145.101.90.2,маршрутизатор,Ubuntu 20.04,2023-11-15
72131,operator,mail-server-19,example.com,145.101.90.3,переключатель,Red Hat Enterprise 8,2023-11-15
19953,user123,web-server-95,example.com,145.101.90.8,сервер,Red Hat Enterprise 8,2023-11-14
43654,user123,mail-server-63,example.com,145.101.90.1,брандмауэр,Cisco IOS,2023-11-16
60653,user123,db-server-32,networking.net,145.101.90.2,переключатель,Ubuntu 20.04,2023-11-17
47665,dbadmin,web-server-46,internal.net,145.101.90.1,сервер,Windows Server 2022,2023-11-14
64363,consultant,db-server-5,business.org,145.101.90.10,сервер,Windows 10 Pro,2023-11-18
84404,analyst,app-server-57,example.com,145.101.90.1,сервер,Cisco IOS,2023-11-14
61619,analyst,web-server-45,internal.net,145.101.90.1,сервер,Windows Server 2022,2023-11-15
40943,user123,web-server-86,clouding.space,145.101.90.2,маршрутизатор,Windows Server 2022,2023-11-17
51481,admin,data-server-43,example.com,145.101.90.3,брандмауэр,Red Hat Enterprise 8,2023-11-16
66142,tester,mail-server-44,clouding.space,145.101.90.4,сервер,Ubuntu 20.04,2023-11-17
47993,user123,web-server-59,mycompany.ru,145.101.90.6,переключатель,Windows 10 Pro,2023-11-16
29608,user123,web-server-84,internal.net,145.101.90.5,переключатель,Ubuntu 20.04,2023-11-15
46856,user123,proxy-server-94,mycompany.ru,145.101.90.3,брандмауэр,Ubuntu 20.04,2023-11-10
77454,admin,mail-server-8,example.com,145.101.90.2,маршрутизатор,Red Hat Enterprise 8,2023-11-16
33723,analyst,db-server-13,business.org,145.101.90.2,маршрутизатор,Cisco IOS,2023-10-31
24518,user123,db-server-81,business.org,145.101.90.2,брандмауэр,Red Hat Enterprise 8,2023-11-17
76676,consultant,web-server-63,example.com,145.101.90.3,маршрутизатор,Cisco IOS,2023-11-17
34559,dbadmin,proxy-server-95,example.com,145.101.90.6,сервер,Ubuntu 20.04,2023-11-13
78264,admin,app-server-85,enterprise.co,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-20
35018,user123,data-server-79,clouding.space,145.101.90.8,брандмауэр,Red Hat Enterprise 8,2023-11-14
31678,user123,mail-server-36,networking.net,145.101.90.6,брандмауэр,Ubuntu 20.04,2023-11-15
45472,dbadmin,db-server-56,business.org,145.101.90.3,маршрутизатор,Cisco IOS,2023-11-18
90286,user123,web-server-83,mycompany.ru,145.101.90.6,переключатель,Ubuntu 20.04,2023-11-19
18786,user123,web-server-84,example.com,145.101.90.5,маршрутизатор,Red Hat Enterprise 8,2023-11-18
84630,manager,file-server-77,example.com,145.101.90.4,сервер,Ubuntu 20.04,2023-11-16
27639,operator,file-server-42,clouding.space,145.101.90.7,переключатель,Ubuntu 20.04,2023-11-16
57221,guest,db-server-36,business.org,145.101.90.5,сервер,Red Hat Enterprise 8,2023-11-15
59150,consultant,mail-server-82,example.com,145.101.90.1,сервер,Red Hat Enterprise 8,2023-11-17
76948,admin,db-server-65,business.org,145.101.90.3,брандмауэр,Ubuntu 20.04,2023-11-18
93402,dbadmin,db-server-86,business.org,145.101.90.3,брандмауэр,Red Hat Enterprise 8,2023-11-16
14860,admin,web-server-80,business.org,145.101.90.3,маршрутизатор,Windows 10 Pro,2023-11-14
35447,admin,db-server-38,example.com,145.101.90.1,переключатель,Ubuntu 20.04,2023-11-15
97175,user123,web-server-40,services.io,145.101.90.1,маршрутизатор,Cisco IOS,2023-11-16
15049,user123,db-server-39,internal.net,145.101.90.3,брандмауэр,Windows 10 Pro,2023-11-18
